Model,Scenario,Region,Variable,Unit,Activity_Id,Type,Priority,Mip_Era,Version,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200,2201,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2217,2218,2219,2220,2221,2222,2223,2224,2225,2226,2227,2228,2229,2230,2231,2232,2233,2234,2235,2236,2237,2238,2239,2240,2241,2242,2243,2244,2245,2246,2247,2248,2249,2250,2251,2252,2253,2254,2255,2256,2257,2258,2259,2260,2261,2262,2263,2264,2265,2266,2267,2268,2269,2270,2271,2272,2273,2274,2275,2276,2277,2278,2279,2280,2281,2282,2283,2284,2285,2286,2287,2288,2289,2290,2291,2292,2293,2294,2295,2296,2297,2298,2299,2300,2301,2302,2303,2304,2305,2306,2307,2308,2309,2310,2311,2312,2313,2314,2315,2316,2317,2318,2319,2320,2321,2322,2323,2324,2325,2326,2327,2328,2329,2330,2331,2332,2333,2334,2335,2336,2337,2338,2339,2340,2341,2342,2343,2344,2345,2346,2347,2348,2349,2350,2351,2352,2353,2354,2355,2356,2357,2358,2359,2360,2361,2362,2363,2364,2365,2366,2367,2368,2369,2370,2371,2372,2373,2374,2375,2376,2377,2378,2379,2380,2381,2382,2383,2384,2385,2386,2387,2388,2389,2390,2391,2392,2393,2394,2395,2396,2397,2398,2399,2400,2401,2402,2403,2404,2405,2406,2407,2408,2409,2410,2411,2412,2413,2414,2415,2416,2417,2418,2419,2420,2421,2422,2423,2424,2425,2426,2427,2428,2429,2430,2431,2432,2433,2434,2435,2436,2437,2438,2439,2440,2441,2442,2443,2444,2445,2446,2447,2448,2449,2450,2451,2452,2453,2454,2455,2456,2457,2458,2459,2460,2461,2462,2463,2464,2465,2466,2467,2468,2469,2470,2471,2472,2473,2474,2475,2476,2477,2478,2479,2480,2481,2482,2483,2484,2485,2486,2487,2488,2489,2490,2491,2492,2493,2494,2495,2496,2497,2498,2499,2500
unspecified,historical,World,Effective Radiative Forcing|Natural,W/m^2,not_applicable,non-idealised,1,CMIP6,RCMIP Phase 3 v1.0.0,0.27418961869420877,0.2643344296317088,0.23157727994420882,0.0509268411551464,-0.1074709114229786,0.004235229241083896,-0.14251371552454112,0.10119090342077139,0.1962237323270214,0.2498892690067088,0.12069910357702131,-1.2019180872823536,-0.5287415569698537,0.0033929708817087996,0.1336131504129589,0.1429424695145214,-0.3539288607589161,-0.09032618564172859,0.1596707437332714,0.1041290281082713,0.2528879575613963,0.2885951539676463,0.2724337726395213,0.2374983026395213,0.1968929521707714,0.1611855503738964,0.1400321558426464,0.14383799881139642,0.18528255517858389,0.1861972570145213,0.2798836036551463,0.2989016377957713,0.2776848854910838,-2.0890827590792287,-3.1019374938448534,-0.3947634719698536,-0.07288759677454111,-0.0209584623214161,0.1328550146317088,0.2819322645926463,0.0911719452957713,0.2273505756082713,0.28158263299108377,0.2476915169363963,0.2159755098660838,-0.1994253333761036,-0.0683989254464161,0.03934957412389639,0.1085514347488964,0.12383296967077141,-0.18917812654016608,0.0874083755301464,0.1790366325613964,0.21227237709264632,0.2167355626395213,0.1198250215457713,0.1795390577957714,0.1757650448660839,0.1565534715848339,-3.5300422414229784,-4.107498305329229,-1.765395161696416,-0.9011652036495411,-0.8450655947823535,-0.9151500696261037,-3.1590121771261037,-5.811916161188604,-4.246704495563604,-2.350028631540166,-0.8249089148604786,-0.1003390852511036,-0.058703228688603594,-0.0815892175948536,-0.5541816478292286,-0.1628259113057911,-0.0022805068917285953,0.1601181870145214,0.2015973034207713,0.1523972017410838,0.1605118824832713,0.1872500212723339,-0.6080709959932911,-2.936667519352666,-1.407143584118291,-0.27338272861047863,-2.0553805158761036,-1.954913699274541,-0.47630904927454115,-0.43556880513391627,0.044023600998896295,0.2064538584207713,0.21014672678014631,0.1815333977957714,-0.2405615012667286,-0.036753417360478595,0.02002935576452139,-0.5041544995870411,-0.0614048961104786,0.12738976853795891,0.1749316731863964,0.232363179,0.22620205300000001,0.219504467,-0.039922914999999996,-0.31444518899999996,0.005825322000000001,0.06715765400000001,-0.8361257209999999,-0.41744054199999997,0.084057305,0.21545226,0.23441218900000002,-1.25320696,-1.1686587210000001,-0.16443064300000002,0.11459777200000001,0.157911053,0.153725204,0.175846805,-0.016591024000000003,0.186378719,0.247181029,-0.477325846,-0.6621309900000001,0.002825748,0.0018070940000000021,0.06282937999999999,0.13002155,0.137505887,0.154092147,0.077394252,-0.009870911,0.147704664,-0.12054161800000002,-2.1837683500000002,-1.4360614170000001,-1.3484588659999999,-0.5140740500000001,0.0032422380000000015,0.09433341099999998,-0.057208423,0.103263014,0.090428674,0.172559453,0.215752612,-0.09077749099999999,0.047436203999999996,0.12519280300000002,0.160951323,0.154814818,0.14254823100000003,0.138833858,0.104727851,-0.173950898,0.038787054,0.15638232,0.196778699,-0.17858528199999998,-0.11940234999999999,0.121657536,0.15363795200000002,0.13242555,-0.532849043,-0.704081102,-0.01616343,0.177646504,0.2184128,0.260835211,0.186789025,-0.040983986,0.12114633600000002,0.158426447,0.148982252,0.145919444,-0.025540201999999998,0.104564321,-0.090270591,0.08574429,0.203356388,0.19147719800000002,0.186179643,0.152470856,0.049174040999999995,-0.243982028,0.030136594000000003,0.166037902,0.248879765,0.262690615,0.253316126,0.242590252,0.22447561000000002,0.20879546300000001,0.18163823599999998,-0.021619937,0.025746652000000002,0.159638585,0.227080973,0.15865453200000001,0.2060977,0.248397853,0.222806736,0.168904808,0.146135821,0.143407594,0.14258057999999998,0.162362073,0.09714382399999999,0.155308824,0.256772163,0.246505599,0.232294133,0.183533808,0.160225861,-0.735767654,-0.620385349,-0.012902867000000002,0.126494364,0.183475503,0.093112688,0.022048174999999996,0.161312666,0.170506111,0.190512151,0.156899489,0.14576505099999998,0.127541939,0.12528618,0.16102262499999997,0.212703258,0.253557439,0.191220317,0.147361472,-0.25369480099999997,-0.745292897,-0.348945175,-0.071719318,-0.072650465,0.025701698000000002,0.121388337,0.224656825,0.209439337,-0.591450305,-1.9441631899999998,-0.878233559,-0.13013089,0.047550567999999994,0.10658651100000001,0.145222815,0.19197986,0.230808922,0.267714142,0.24034862299999998,0.261178573,0.180611092,0.163407085,0.10987867200000001,0.088545055,0.06715178599999999,0.08783831399999999,0.057728138000000005,0.111822325,0.10510911099999999,0.16456143,0.194175681,0.184904632,0.162070112,0.118969723,0.12211542,0.09968920699999999,0.027707133000000002,0.002142998,0.081603807,0.133947813,0.183060915,0.186988912,0.174395025,0.093088426,0.030862070000000002,0.010659550999999998,-0.026894888,-0.046433896,-0.059345069,-0.055303151,-0.038003809,-0.009404131,0.008984386,0.0107291,0.017494271,0.023141811,-0.030346913,-0.052429574,-0.056973651,-0.059563135,-0.052805517,-0.040681693,-0.003581266,0.014279354,0.013200477,0.021695033,0.013456882,-0.011520725,-0.014439744,-0.036947058,-0.043761494,-0.050309936,-0.046892211,-0.007044613,0.032483955,0.036685898,0.030373687,0.014257475,-0.012749452,-0.028505574,-0.029614626,-0.042736239,-0.047627917,-0.056494478,-0.042231782,-0.024181133,0.007949405,0.014898675,0.023255717,0.023100151,-0.004697114,-0.001119023,-0.027021894,-0.040687064,-0.045593088,-0.051830031,-0.01917262,0.027187462,0.054600243,0.074245228,0.039418779,-0.006520545,-0.021471505,-0.041568051,-0.05501939,-0.054031532,-0.047975661,-0.03505906,0.010910268,0.016373315,0.022882756,0.038928835,0.018803652,-0.04014343,-0.055109958,-0.056878937,-0.060717664,-0.042802891,-0.010930168,0.026898347,0.008119045,0.015471294,0.009134879,-0.004018082,-0.033932612,-0.045150664,-0.054496877,-0.054335015,-0.047043772,-0.030473625,-0.000905701,0.004081315,0.011941659,0.023432623,-0.011544617,-0.044828189,-0.056928346,-0.058953517,-0.059570059,-0.039721156,-0.003909391,0.020724643,0.007650045,0.015104817,0.007526266,-0.008981132,-0.039587846,-0.046461122,-0.052731104,-0.043416357,-0.021558825,0.009541263,0.016279007,0.023425633,0.024566252,-0.009796026,-0.004809139,-0.033571193,-0.04520551,-0.052024675,-0.056733317,-0.047456269,-0.034682252,-0.035174504,-0.039273569,-0.037946135,-0.03806369,-0.05014645,-0.055107052,-0.057267205,-0.057961532,-0.054490722,-0.044142405,-0.019825415,0.011385082,0.023506267,0.03460307,0.036060956,-0.00595576,0.005888204,-0.025157175,-0.035717041,-0.043797653,-0.0422776,-0.021662088,0.030595679,0.088919139,0.077447964,0.08098639,0.033032056,0.034897985,0.010476871,-0.022148869,-0.034448023,-0.030391578,-0.015912354,0.019007271,0.042541039,0.049611774,0.051224618,0.023647783,0.014964574,-0.003959655,-0.028457533,-0.038385917,-0.035320036,-0.029403612,-0.001745269,0.028242818,0.023820251,0.029879085,0.027483903,-0.008156512,0.00126662,-0.027663783,-0.035466342,-0.041916308,-0.044236606,-0.018197989,0.026744435,0.07881979,0.078309986,0.082005087,0.021519222,0.016093424,-0.031358894,-0.047122843,-0.048691193,-0.049061162,-0.034646611,-0.023588526,-0.028289687,-0.036891466,-0.046252637,-0.050620794,-0.05410481,-0.053256951,-0.056121627,-0.056108182,-0.058364754,-0.058204003,-0.056737382,-0.046611486,-0.035618715,-0.033248323,-0.022673886,-0.031223752,-0.026928205,-0.033354108,-0.049357836,-0.057845746,-0.057755219,-0.059692214,-0.050557802,-0.018048052,0.019109124,0.011835575,0.010833701,0.015706059,0.002041997,-0.031158229,-0.044391308,-0.054549748,-0.054336169,-0.048066828,-0.000203927,0.035377244,0.038971106,0.032130912,0.013503319,-0.018674256,-0.0322866,-0.038599153,-0.04957569,-0.055606484,-0.060861189,-0.054823207,-0.046771761,-0.040253371,-0.04114239,-0.04363156,-0.041528046,-0.052879417,-0.05982843,-0.062122187,-0.063255144,-0.063645958,-0.062982441,-0.058118521,-0.049135932,-0.044709753,-0.044314182,-0.040410018,-0.041114546,-0.056059714,-0.062425607,-0.064326913,-0.064981012,-0.064174326,-0.059429611,-0.056537904,-0.054265243,-0.057017803,-0.054350744,-0.057799799,-0.055866008,-0.060294097,-0.063682074,-0.06363929,-0.064236575,-0.062643075,-0.04939228,-0.033119244,-0.002429014,0.009488307,0.013968667,0.023702449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unspecified,historical,World,Effective Radiative Forcing|Natural|Solar,W/m^2,not_applicable,non-idealised,1,CMIP6,RCMIP Phase 3 v1.0.0,0.0736213936942088,0.0552751046317088,0.0251971749442088,-0.0109805838448536,-0.0453954764229786,-0.0698727957589161,-0.0774546805245411,-0.0583127615792286,-0.0069556326729786,0.0435434640067088,0.0684263985770213,0.0622797677176463,0.0401893380301463,0.0068508858817088,-0.0299040945870411,-0.0597480154854786,-0.0738665457589161,-0.0606840506417286,-0.0045219412667286,0.0616245431082713,0.0932937325613963,0.0857430489676463,0.0628101876395213,0.0268664376395213,-0.0138822928292286,-0.0496076346261036,-0.0707620291573536,-0.0669554861886036,-0.0223222098214161,0.0490816720145213,0.0918584786551463,0.0917024727957713,0.0674123604910838,0.0305481759207713,-0.0129774588448536,-0.0496700369698536,-0.0689679617745411,-0.0552706473214161,0.0133407296317088,0.0934809395926463,0.1206571602957713,0.1065542306082713,0.0883795479910838,0.0575995919363963,0.0217338448660838,-0.0161599783761036,-0.0500288504464161,-0.0750677908761036,-0.0872986502511036,-0.0847713553292286,-0.0665654715401661,-0.0366903494698536,-0.0085468924386036,0.0086137520926463,0.0108914376395213,0.0023423165457713,-0.0121350272042286,-0.0321817801339161,-0.0538353934151661,-0.0733517264229786,-0.0867682303292286,-0.0914640066964161,-0.0861910086495411,-0.0705124197823536,-0.0496076346261036,-0.0306373221261036,-0.0190304861886036,-0.0172832205636036,-0.0246310965401661,-0.0380319998604786,-0.0553486502511036,-0.0719476736886036,-0.0833673025948536,-0.0857697928292286,-0.0741473563057911,-0.0442098318917286,-0.0108245779854786,0.0135747384207713,0.0209850167410838,0.0119522774832713,-0.0077824637276661,-0.0343346609932911,-0.0594516043526661,-0.0750209891182911,-0.0724780936104786,-0.0391240408761036,0.0198929757254588,0.0638242257254588,0.0756494698660838,0.0619677559988963,0.0395341134207713,0.0067416817801463,-0.0281100272042286,-0.0584375662667286,-0.0769710623604786,-0.0782191092354786,-0.0658478445870411,-0.0535077811104786,-0.0411365164620411,-0.0287652518136036,0.022764534,0.015851508,0.009206082,-0.0075757,-0.031116514,-0.051474423,-0.057286471,-0.036991566,0.001502773,0.03751102,0.046417955,0.034732064,0.022390675,0.000853874,-0.005984328,-0.021572973,-0.037303492,-0.051754721,-0.02534538,0.010112971,0.057132154,0.055116644,0.047661569,0.025354445,0.001304923,-0.032082211,-0.039056845,-0.037494375,-0.054261158,-0.048501678,-0.014013813,0.018751764,0.014675779,0.009011997,0.017078325,0.004460558,-0.028703851,-0.043034635,-0.050829107,-0.051531654,-0.050516548,-0.012305071,0.028247109,0.038199668,0.036934567,0.019686004,-0.001071081,-0.033802122,-0.026491602,-0.042753867,-0.045430714,-0.058086507,-0.054441954,-0.027970623,0.004944309,0.002713635,0.013977514,0.009228653,0.005821565,-0.007041689,-0.033246913,-0.052358015,-0.054660628,-0.057256727,-0.046596355,0.005602179,0.024129875,0.073102966,0.0561609,0.017015269,-0.016762329,-0.028904778,-0.046527713,-0.050681401,-0.039712027,-0.012538524,0.011526384,0.033406185,0.029398483,0.005541273,-0.004554742,-0.025775129,-0.039075984,-0.047039113,-0.040291411,-0.008413943,0.05754454,0.07756157,0.066174681,0.050182927,0.031110925,0.015436618,-0.011554789,-0.034868262,-0.036550053,0.00197904,0.043115348,0.075411767,0.090188255,0.072068668,0.034334911,0.006508723,-0.016877884,-0.032801291,-0.042114585,-0.021678672,0.048078139,0.106573959,0.102865678,0.063413634,0.043658868,-0.005878997,-0.029144044,-0.036732639,-0.039272014,-0.034838172,-0.009762261,0.017079338,0.024130003,0.03281285,0.031834201,-0.005628234,0.004960506,-0.024030856,-0.033781094,-0.041644986,-0.044465645,-0.02232616,0.026816113,0.073483534,0.076827632,0.082903467,0.026342154,0.026578898,-0.02567994,-0.044507843,-0.04373961,-0.026484807,0.012851632,0.07685668,0.066400612,0.05271223,0.035751545,0.001471956,-0.026552295,-0.037402097,-0.047152654,-0.03151871,0.012774175,0.047493557,0.083449697,0.061430778,0.075387148,0.011305027,-0.01692784,-0.043584673,-0.04703501,-0.055663159,-0.052082951,-0.052809107,-0.0337681,0.000473006,0.021188185,0.026933096,0.036695087,0.044280947,-0.017718142,-0.039942385,-0.043658658,-0.044559432,-0.035945807,-0.014598998,0.048434208,0.108236511,0.122853708,0.120949022,0.050331624,-0.001205532,-0.01071885,-0.037584089,-0.046433896,-0.059345069,-0.055303151,-0.038003809,-0.009404131,0.008984386,0.0107291,0.017494271,0.023141811,-0.030346913,-0.052429574,-0.056973651,-0.059563135,-0.052805517,-0.040681693,-0.003581266,0.014279354,0.013200477,0.021695033,0.013456882,-0.011520725,-0.014439744,-0.036947058,-0.043761494,-0.050309936,-0.046892211,-0.007044613,0.032483955,0.036685898,0.030373687,0.014257475,-0.012749452,-0.028505574,-0.029614626,-0.042736239,-0.047627917,-0.056494478,-0.042231782,-0.024181133,0.007949405,0.014898675,0.023255717,0.023100151,-0.004697114,-0.001119023,-0.027021894,-0.040687064,-0.045593088,-0.051830031,-0.01917262,0.027187462,0.054600243,0.074245228,0.039418779,-0.006520545,-0.021471505,-0.041568051,-0.05501939,-0.054031532,-0.047975661,-0.03505906,0.010910268,0.016373315,0.022882756,0.038928835,0.018803652,-0.04014343,-0.055109958,-0.056878937,-0.060717664,-0.042802891,-0.010930168,0.026898347,0.008119045,0.015471294,0.009134879,-0.004018082,-0.033932612,-0.045150664,-0.054496877,-0.054335015,-0.047043772,-0.030473625,-0.000905701,0.004081315,0.011941659,0.023432623,-0.011544617,-0.044828189,-0.056928346,-0.058953517,-0.059570059,-0.039721156,-0.003909391,0.020724643,0.007650045,0.015104817,0.007526266,-0.008981132,-0.039587846,-0.046461122,-0.052731104,-0.043416357,-0.021558825,0.009541263,0.016279007,0.023425633,0.024566252,-0.009796026,-0.004809139,-0.033571193,-0.04520551,-0.052024675,-0.056733317,-0.047456269,-0.034682252,-0.035174504,-0.039273569,-0.037946135,-0.03806369,-0.05014645,-0.055107052,-0.057267205,-0.057961532,-0.054490722,-0.044142405,-0.019825415,0.011385082,0.023506267,0.03460307,0.036060956,-0.00595576,0.005888204,-0.025157175,-0.035717041,-0.043797653,-0.0422776,-0.021662088,0.030595679,0.088919139,0.077447964,0.08098639,0.033032056,0.034897985,0.010476871,-0.022148869,-0.034448023,-0.030391578,-0.015912354,0.019007271,0.042541039,0.049611774,0.051224618,0.023647783,0.014964574,-0.003959655,-0.028457533,-0.038385917,-0.035320036,-0.029403612,-0.001745269,0.028242818,0.023820251,0.029879085,0.027483903,-0.008156512,0.00126662,-0.027663783,-0.035466342,-0.041916308,-0.044236606,-0.018197989,0.026744435,0.07881979,0.078309986,0.082005087,0.021519222,0.016093424,-0.031358894,-0.047122843,-0.048691193,-0.049061162,-0.034646611,-0.023588526,-0.028289687,-0.036891466,-0.046252637,-0.050620794,-0.05410481,-0.053256951,-0.056121627,-0.056108182,-0.058364754,-0.058204003,-0.056737382,-0.046611486,-0.035618715,-0.033248323,-0.022673886,-0.031223752,-0.026928205,-0.033354108,-0.049357836,-0.057845746,-0.057755219,-0.059692214,-0.050557802,-0.018048052,0.019109124,0.011835575,0.010833701,0.015706059,0.002041997,-0.031158229,-0.044391308,-0.054549748,-0.054336169,-0.048066828,-0.000203927,0.035377244,0.038971106,0.032130912,0.013503319,-0.018674256,-0.0322866,-0.038599153,-0.04957569,-0.055606484,-0.060861189,-0.054823207,-0.046771761,-0.040253371,-0.04114239,-0.04363156,-0.041528046,-0.052879417,-0.05982843,-0.062122187,-0.063255144,-0.063645958,-0.062982441,-0.058118521,-0.049135932,-0.044709753,-0.044314182,-0.040410018,-0.041114546,-0.056059714,-0.062425607,-0.064326913,-0.064981012,-0.064174326,-0.059429611,-0.056537904,-0.054265243,-0.057017803,-0.054350744,-0.057799799,-0.055866008,-0.060294097,-0.063682074,-0.06363929,-0.064236575,-0.062643075,-0.04939228,-0.033119244,-0.002429014,0.009488307,0.013968667,0.023702449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
