climate_model,climate_model_name,climate_model_version,climate_model_configuration_label,climate_model_configuration_description,project,name_of_person,literature_reference
CICERO-SCM-PY,ciceroscm,v2.0.2,default,"ciceroscm v2.0.2 with default energy balance model and default carbon cycle, but parametrised impulse response timescales",RCMIP phase3,Marit Sandstad,"Sandstad, M. and Aamaas, B. and Johansen, A. N. and Lund, M. T. and Peters, G. P. and Samset, B. H. and Sanderson, B. M. and Skeie, R. B. (2024) CICERO Simple Climate Model (CICERO-SCM v1.1.1)   an improved simple climate model with a parameter calibration tool. GMD 17, 2025. https://doi.org/10.5194/gmd-17-6589-2024"
