Component	CO2 	 CH4	N2O	CFC-11	CFC-12	CFC-113	CFC-114	CFC-115	CH3Br	CCl4	CH3CCl3	HCFC-22	HCFC-141b	HCFC-123	HCFC-142b	H-1211	H-1301	H-2402	HFC125	HFC134a	HFC143a	HFC227ea	HFC23	HFC245fa	HFC32	HFC4310mee	C2F6	C6F14	CF4	SF6	H-1202	C3F8	C4F10	C5F12	C7F16	C8F18	cC4F8	SO2F2	HFC236fa	HFC152a	HFC365mfc	CH2Cl2	CHCl3	CH3Cl	NF3 
Unit 	 ppm	ppb	ppb	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt
Description 	 fossil_fuel 	 landuse 	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total
Reference	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	No data	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	No data	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical
2038	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2039	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2040	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2041	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2042	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2043	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2044	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2045	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2046	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2047	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2048	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2049	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2050	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2051	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2052	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2053	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2054	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2055	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2056	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2057	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2058	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2059	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2060	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2061	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2062	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2063	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2064	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2065	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2066	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2067	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2068	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2069	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2070	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2071	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2072	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2073	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2074	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2075	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2076	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2077	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2078	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2079	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2080	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2081	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2082	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2083	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
